name,url
True Artistic Failure,https://forums.stevehoffman.tv/posts/36020190/
Norwegian favorites,https://forums.stevehoffman.tv/posts/36009158/
Next Capitol Beatles Mono US albums Part 2....We Want IT!,https://forums.stevehoffman.tv/threads/next-capitol-beatles-mono-us-albums-part-2-we-want-it.1213854/
2024 Relaunch of The Beatles' Capitol Albums on LP*,https://forums.stevehoffman.tv/posts/35893315/
If you could recover one lost/destroyed recording…,https://forums.stevehoffman.tv/posts/36015707/
The Beatles in Munich - 1966,https://forums.stevehoffman.tv/threads/the-beatles-in-munich-1966.1210147/
Paul McCartney new album 2025,https://forums.stevehoffman.tv/posts/36035831/
A favorite artist covering a favorite artist.,https://forums.stevehoffman.tv/posts/36032432/
Simply Bob...DYLAN.  Music and conversation.,https://forums.stevehoffman.tv/posts/36052238/
What is your favorite rock song or songs that feature both a drum and guitar solo,https://forums.stevehoffman.tv/posts/36019909/
Hit songs where the drums mostly drop out during the chorus:,https://forums.stevehoffman.tv/posts/36028886/
Songs Reimagined by the Original Artist,https://forums.stevehoffman.tv/posts/35973850/
Your top 10 favourite BRITISH albums of all times,https://forums.stevehoffman.tv/posts/36035856/
Top 10 albums: 1967,https://forums.stevehoffman.tv/posts/36073827/
"Happy, upbeat songs about...MURDER!",https://forums.stevehoffman.tv/posts/35988439/
P.S. Love Me Do - just heard it for the first time today,https://forums.stevehoffman.tv/posts/35977501/
Threads that barely warrant being a comment,https://forums.stevehoffman.tv/posts/35917985/
In Praise of Paul McCartney's London Town,https://forums.stevehoffman.tv/posts/36043148/
Did Genesis spawn the most successful solo careers?,https://forums.stevehoffman.tv/posts/35958835/
Japanese original pressings compared to reissues?,https://forums.stevehoffman.tv/posts/35992245/
Bands with the best harmonies that aren't The Beach Boys or The Beatles,https://forums.stevehoffman.tv/threads/bands-with-the-best-harmonies-that-arent-the-beach-boys-or-the-beatles.1212264/
Question about today's KLOS episode of Breakfast with the Beatles,https://forums.stevehoffman.tv/threads/question-about-todays-klos-episode-of-breakfast-with-the-beatles.1212290/
"Jethro Tull, new album: Curious Ruminant",https://forums.stevehoffman.tv/posts/35980837/
Artists with consistently great album cover designs,https://forums.stevehoffman.tv/posts/35943395/
Elvis at 90,https://forums.stevehoffman.tv/posts/36015344/
Made a list of all of the Beatles’ popular songs from each album. Did I get them all or not?,https://forums.stevehoffman.tv/threads/made-a-list-of-all-of-the-beatles-popular-songs-from-each-album-did-i-get-them-all-or-not.1215255/
The state of the Loudness War in 2023,https://forums.stevehoffman.tv/posts/36012611/
Should more groups and artists go the EP route instead of or in conjunction with albums,https://forums.stevehoffman.tv/posts/36059514/
Top 10 albums: 1968,https://forums.stevehoffman.tv/posts/35915486/
The “fame freakout” album: records (allegedly) designed to downscale a band's fame,https://forums.stevehoffman.tv/posts/35965090/
Please show off your The Beatles collection!,https://forums.stevehoffman.tv/threads/please-show-off-your-the-beatles-collection.1211566/
Artists who where already wealthy before finding fame & fortune.,https://forums.stevehoffman.tv/posts/36012796/
How common is this White Album error?,https://forums.stevehoffman.tv/posts/35990983/
"Bob Dylan ""The Bootleg Series"" – overview and possible future projects",https://forums.stevehoffman.tv/posts/35989053/
Lucinda Williams - Sings The Beatles From Abbey Road - 12 - 6 - 2024,https://forums.stevehoffman.tv/posts/35889317/
No One is Allowed to Interrupt You When What Song is Playing?,https://forums.stevehoffman.tv/posts/35854253/
The case for the music of 1968,https://forums.stevehoffman.tv/posts/36027332/
Cover Versions of Folk Songs,https://forums.stevehoffman.tv/posts/35946923/
McCartney Legacy - Forthcoming series of reference books *,https://forums.stevehoffman.tv/posts/35985567/
Why the „Rubber Soul“ hype during the 70s?,https://forums.stevehoffman.tv/posts/35912084/
Songs with a bad/terrible fade out,https://forums.stevehoffman.tv/posts/36042533/
What are some records you are looking forward to in 2025?,https://forums.stevehoffman.tv/posts/36027446/
Songs that have aged like fine Wine ......,https://forums.stevehoffman.tv/posts/36020889/
Completeness: How Many Bands Do You Have The Whole Catalog?,https://forums.stevehoffman.tv/posts/35948823/
Let's make a case for 1973,https://forums.stevehoffman.tv/posts/36034395/
Zombies Odessey and Oracle- Best Pressing?,https://forums.stevehoffman.tv/posts/36071689/
Audiohaze (Youtuber) recreates Beatles Apple rooftop concert,https://forums.stevehoffman.tv/threads/audiohaze-youtuber-recreates-beatles-apple-rooftop-concert.1211969/
"The Beatles’ Now and Then, post premiere thoughts thread!",https://forums.stevehoffman.tv/posts/35814074/
Unusual Concept Albums,https://forums.stevehoffman.tv/posts/36070405/
"Kevin Gray re One Steps:  ""It's a Degradation, not an Improvement""",https://forums.stevehoffman.tv/posts/36067239/
Paul McCartney Archive Collection - 'Forthcoming Releases' [2019+],https://forums.stevehoffman.tv/posts/35977377/
The Beatles - Revolver  - 2022 Remix,https://forums.stevehoffman.tv/posts/35932448/
The Beatles Liveshow - Germen (TV4 1991-12-06),https://forums.stevehoffman.tv/threads/the-beatles-liveshow-germen-tv4-1991-12-06.1211935/
Albums that became successful a few years after the release?,https://forums.stevehoffman.tv/posts/36030166/
'Magical Mystery Tour' Hits Billboard Number One January 6 1968,https://forums.stevehoffman.tv/posts/35967558/
How Long is The Beatles Entire Discography? (Singles do not count),https://forums.stevehoffman.tv/threads/how-long-is-the-beatles-entire-discography-singles-do-not-count.1212336/
"Frank Sinatra is here, there and everywhere... (All Things Sinatra)",https://forums.stevehoffman.tv/posts/35937449/
What artist's releases do you own the most physical copies of?,https://forums.stevehoffman.tv/posts/35902772/
2019 Beatles singles box set question,https://forums.stevehoffman.tv/threads/2019-beatles-singles-box-set-question.1211309/
"Recording of ""The Beatles at The Hollywood Bowl""",https://forums.stevehoffman.tv/threads/recording-of-the-beatles-at-the-hollywood-bowl.1208272/
Two very different artists next to each other in your collection.,https://forums.stevehoffman.tv/posts/35989947/
"Weakest Link: Led Zeppelin ""Physical Graffiti"" Round 6",https://forums.stevehoffman.tv/posts/36063286/
Beatles Dutch Pressings,https://forums.stevehoffman.tv/posts/36071005/
Your Top 5 albums: 1965,https://forums.stevehoffman.tv/posts/35885797/
How relevant is The Beatles CD Mono Box today?,https://forums.stevehoffman.tv/posts/35928522/
Beatles German Pressings - Need Help!,https://forums.stevehoffman.tv/posts/35938187/
The Beatles on cassette,https://forums.stevehoffman.tv/posts/35959463/
"Famous in the U.K., Obscure in the U.S. vs. Famous in the U.S., Obscure in the U.K.",https://forums.stevehoffman.tv/posts/36034634/
Top 5 albums: 1966,https://forums.stevehoffman.tv/posts/36073893/
Anyone else want remixes of Free as a Bird and Real Love?,https://forums.stevehoffman.tv/posts/36062277/
What is the best needledrop that you've ever heard?,https://forums.stevehoffman.tv/posts/36042830/
"Favorite ""wooo"" in a song lyric",https://forums.stevehoffman.tv/posts/36070778/
In praise of the early Beatles,https://forums.stevehoffman.tv/posts/35950429/
Rock n' Horns--favorite bands with killer horns sections,https://forums.stevehoffman.tv/posts/35997563/
IRON MAIDEN - TOP 40 Countdown,https://forums.stevehoffman.tv/posts/36060449/
Buy / download Beatles Revolver on Atmos?,https://forums.stevehoffman.tv/threads/buy-download-beatles-revolver-on-atmos.1210642/
Ringo's Favourite And Least Liked Beatles Albums,https://forums.stevehoffman.tv/threads/ringos-favourite-and-least-liked-beatles-albums.1211120/
Thoughts on Beatles Tribute Bands?,https://forums.stevehoffman.tv/posts/35877578/
Introducing the Beatles Stereo version 1 misprint,https://forums.stevehoffman.tv/threads/introducing-the-beatles-stereo-version-1-misprint.1211138/
Counterfeit Vinyl,https://forums.stevehoffman.tv/posts/35896018/
Songs with laughter,https://forums.stevehoffman.tv/posts/36064918/
Oasis and the Beatles,https://forums.stevehoffman.tv/threads/oasis-and-the-beatles.1208519/
Best Vinyl Stereo Pressing of Beatles Hard Day's Night 2023,https://forums.stevehoffman.tv/posts/36046769/
"Capitol 45, And I Love Her/If I Fell",https://forums.stevehoffman.tv/posts/36027616/
Hit songs that did NOT stand the test of time,https://forums.stevehoffman.tv/posts/35905725/
Beatles Yesterday and Today sealed stereo,https://forums.stevehoffman.tv/threads/beatles-yesterday-and-today-sealed-stereo.1210582/
"Artists that, in your opinion, have just 2 standout albums...",https://forums.stevehoffman.tv/posts/35806244/
Let's pick an album and rank the songs from best to worst,https://forums.stevehoffman.tv/posts/35945746/
Is Supertramp A Progressive Rock Band?,https://forums.stevehoffman.tv/posts/35833752/
Beatles - UK revolver -2/-2 but etched,https://forums.stevehoffman.tv/threads/beatles-uk-revolver-2-2-but-etched.1211073/
Upcoming Auction: The legendary Beatles' Abbey Road recording console,https://forums.stevehoffman.tv/threads/upcoming-auction-the-legendary-beatles-abbey-road-recording-console.1212018/
Do you stream an album before buying the LP/CD?,https://forums.stevehoffman.tv/posts/35930037/
did rock music fanbase change at some point in the 60s?,https://forums.stevehoffman.tv/posts/35818376/
With the Sun in My Eyes: Brothers Gibb (Bee Gees/Andy Gibb) Song-by song thread,https://forums.stevehoffman.tv/posts/35948889/
Upcoming Zappa Release: Cheaper Than Cheep,https://forums.stevehoffman.tv/posts/36004163/
The ongoing popularity of Creedence Clearwater Revival,https://forums.stevehoffman.tv/posts/35893774/
John's 'Double Fantasy' Songs,https://forums.stevehoffman.tv/posts/36050884/
Classic rock concerts shot on film,https://forums.stevehoffman.tv/posts/35901746/
Top 3 Songs Referencing Animals?,https://forums.stevehoffman.tv/posts/35791977/
The U.K. 70s Singles & Albums Chart General Discussion Thread.,https://forums.stevehoffman.tv/posts/35997713/
"New Books ""The Beatles after The Beatles 1967-80"" (Part 1: The Narrative - Part 2: The Discography)",https://forums.stevehoffman.tv/threads/new-books-the-beatles-after-the-beatles-1967-80-part-1-the-narrative-part-2-the-discography.1210755/
Which artist or band comes to mind when you think of exceptional production?,https://forums.stevehoffman.tv/posts/36019715/
Insults And Flattery: Elvis Costello Song-By-Song Thread,https://forums.stevehoffman.tv/posts/35928798/
Two separate albums that should've been a double,https://forums.stevehoffman.tv/posts/35813424/
Album Covers that are an homage to an earlier album cover,https://forums.stevehoffman.tv/posts/35990083/
Favourite vinyl version/pressing of Abbey Road?,https://forums.stevehoffman.tv/posts/35994261/
"Mal Evans’ Archives (biography, diaries, etc.) in 2023",https://forums.stevehoffman.tv/posts/35907485/
My Top *11* Favorite American Bands,https://forums.stevehoffman.tv/posts/35947395/
Are the Beatles' original mixes REALLY going out of print?! ...,https://forums.stevehoffman.tv/posts/35954344/
Ever been at a Concert that was Recorded and Released?,https://forums.stevehoffman.tv/posts/36010253/
"Jethro Tull ""A Passion Play"" thoughts",https://forums.stevehoffman.tv/posts/36024115/
Bruce Springsteen working on Tracks 2?,https://forums.stevehoffman.tv/posts/36069388/
Elton John Song-By-Song Thread,https://forums.stevehoffman.tv/posts/35989974/
I have a question about the band Oasis .....,https://forums.stevehoffman.tv/posts/35952268/
the big 4 of post punk?,https://forums.stevehoffman.tv/posts/35828836/
A song that got you through the darkest times?,https://forums.stevehoffman.tv/posts/35881534/
Songs played backwards,https://forums.stevehoffman.tv/posts/35920056/
Threetles photos post Clapton's 1979 wedding and pre-1994 Anthology sessions ?,https://forums.stevehoffman.tv/posts/35983896/
Complete new Beatles LP box release ?,https://forums.stevehoffman.tv/threads/complete-new-beatles-lp-box-release.1210887/
Digital Collectors: Shuffle Your iTunes Collection and List the First 10,https://forums.stevehoffman.tv/posts/35970177/
Badfinger...anyone listening lately?,https://forums.stevehoffman.tv/posts/36041685/
1975 was fifty years ago,https://forums.stevehoffman.tv/posts/35904813/
Songs about coffee,https://forums.stevehoffman.tv/posts/35944315/
Is anyone waking up to some wonderful musical gifts this morning?,https://forums.stevehoffman.tv/posts/35869212/
"Is it a consensus, 4 is not enough, how about the Big 10?",https://forums.stevehoffman.tv/posts/35867263/
